exercise_id,set_order,weight,reps,notes,rpe
28,1,16.5,14,"",
28,2,16.5,14,"",
28,3,16.5,13,"",
60,1,15,11,"",
60,2,15,8,"",
60,3,15,7,"",
119,1,95,4,"",
119,2,115,3,"",
119,3,135,6,"",
119,4,135,8,"",
119,5,135,5,"",
72,1,15,10,"",
72,2,15,6,"",
72,3,15,5,"",
31,1,80,15,"Both legs then unilaterally ",
31,2,60,12,"",
57,1,130,7,"",
57,2,150,12,"",
57,3,150,10,"",
3,1,60,6,"",
3,2,70,9,"",
3,3,70,7,"",
32,1,25,5,"",
32,2,30,3,"",
32,3,35,8,"",
32,4,35,6,"",
32,5,35,4,"",
108,1,10,12,"",
108,2,20,11,"",
108,3,20,8,"",
108,4,20,5,"",
26,1,10,8,"",
26,2,10,7,"",
64,1,60,12,"",
64,2,60,9,"",
64,3,60,7,"",
27,1,20,12,"",
27,2,20,10,"",
27,3,20,7,"",
27,4,8,8,"",
89,1,0,8,"",
45,1,25,6,"",
45,2,25,9,"",
45,3,25,7,"",
45,4,25,6,"",
13,1,0,5,"",
13,2,0,4,"",
50,1,40,12,"",
50,2,40,10,"",
50,3,40,8,"",
84,1,20,17,"",
84,2,25,13,"",
84,3,25,12,"",
51,1,30,16,"",
51,2,35,14,"",
51,3,35,12,"",
19,1,140,6,"",
19,2,190,3,"",
19,3,230,8,"",
19,4,230,6,"",
20,1,95,8,"",
20,2,115,11,"",
20,3,125,8,"",
72,1,0,8,"",
72,2,0,7,"",
3,1,60,11,"",
3,2,60,10,"",
4,1,25,13,"",
4,2,30,10,"",
48,1,25,4,"",
48,2,25,8,"",
48,3,25,6,"",
48,4,25,4,"",
62,1,0,3,"",
62,2,0,2,"",
10,1,10,12,"",
10,2,10,12,"",
10,3,10,11,"",
71,1,0,8,"",
71,2,0,6,"",
12,1,30,11,"",
12,2,30,10,"",
12,3,0,12,"",
107,1,30,12,"",
107,2,30,10,"",
107,3,30,8,"",
44,1,12,10,"",
44,2,12,9,"",
44,3,12,6,"",
60,1,12,12,"",
60,2,12,11,"",
60,3,12,11,"",
47,1,25,14,"",
47,2,25,13,"",
47,3,25,12,"",
119,1,95,4,"",
119,2,115,2,"",
119,3,135,9,"",
119,4,135,7,"",
19,1,140,6,"",
19,2,190,4,"",
19,3,230,10,"",
19,4,230,7,"",
72,1,0,8,"",
72,2,0,5,"",
129,1,10,11,"",
129,2,10,10,"",
129,3,10,9,"",
3,1,70,10,"",
3,2,70,10,"",
3,3,70,10,"",
81,1,30,20,"",
81,2,45,10,"",
81,3,35,20,"",
121,1,45,20,"",
121,2,45,20,"",
121,3,45,20,"",
32,1,25,4,"",
32,2,30,9,"",
32,3,30,8,"",
108,1,15,4,"",
108,2,20,10,"",
108,3,20,6,"",
26,1,10,10,"",
26,2,10,7,"",
64,1,60,11,"",
64,2,60,8,"",
64,3,60,7,"",
63,1,0,8,"",
63,2,0,4,"",
44,1,10,6,"",
44,2,8,10,"",
44,3,8,10,"",
45,1,25,4,"",
45,2,35,10,"",
45,3,35,8,"",
45,4,35,7,"",
84,1,20,5,"",
84,2,25,15,"",
84,3,25,15,"",
84,4,25,15,"",
37,1,50,10,"",
37,2,50,8,"",
37,3,50,8,"",
77,1,30,5,"",
77,2,40,12,"",
77,3,40,10,"",
77,4,40,9,"",
38,1,12,15,"",
38,2,15,12,"",
38,3,15,10,"",
118,1,15,9,"",
118,2,15,8,"",
118,3,15,8,"",
51,1,5,5,"",
51,2,35,15,"",
51,3,40,15,"",
51,4,40,13,"",
19,1,140,6,"",
19,2,190,4,"",
19,3,250,10,"",
19,4,250,7,"",
81,1,30,18,"",
81,2,40,15,"",
81,3,45,12,"",
20,1,95,8,"",
20,2,115,3,"",
20,3,135,9,"",
20,4,135,8,"",
20,5,135,7,"",
129,1,15,12,"",
129,2,15,10,"",
129,3,15,10,"",
72,1,0,6,"",
3,1,70,13,"",
3,2,75,11,"",
3,3,75,8,"",
48,1,20,5,"",
48,2,25,10,"",
48,3,25,8,"",
48,4,25,6,"",
62,1,0,4,"",
62,2,0,3,"",
10,1,10,15,"",
10,2,10,11,"",
10,3,10,7,"",
63,1,0,6,"",
63,2,0,4,"",
63,3,0,4,"",
107,1,35,10,"",
107,2,35,9,"",
107,3,35,8,"",
44,1,8,13,"",
44,2,8,9,"",
44,3,8,9,"",
60,1,15,13,"",
60,2,15,11,"",
60,3,15,8,"",
47,1,25,15,"",
47,2,25,14,"",
47,3,25,12,"",
119,1,95,3,"",
119,2,115,2,"",
119,3,135,11,"",
119,4,155,7,"",
119,5,155,6,"",
19,1,140,6,"",
19,2,190,4,"",
19,3,250,8,"",
19,4,250,6,"",
129,1,20,11,"",
129,2,20,9,"",
129,3,20,7,"",
3,1,75,14,"",
3,2,75,11,"",
45,1,25,6,"",
45,2,35,10,"",
45,3,35,9,"",
45,4,35,7,"",
84,1,25,10,"",
84,2,30,15,"",
84,3,30,13,"",
84,4,30,10,"",
14,1,25,4,"",
14,2,35,8,"",
14,3,35,6,"",
77,1,40,13,"",
77,2,40,12,"",
77,3,40,11,"",
38,1,12,4,"",
38,2,15,13,"",
38,3,15,10,"",
38,4,15,7,"",
118,1,15,8,"",
118,2,15,4,"",
32,1,25,4,"",
32,2,30,10,"",
32,3,30,8,"",
32,4,30,6,"",
108,1,15,4,"",
108,2,20,10,"",
108,3,20,8,"",
108,4,20,8,"",
26,1,15,7,"",
26,2,15,6,"",
26,3,15,5,"",10
64,1,65,5,"",
64,2,70,10,"",
64,3,70,10,"",
64,4,70,7,"",
130,1,8,10,"",
130,2,8,8,"",
130,3,8,7,"",
12,1,30,11,"",
12,2,0,10,"",
47,1,25,16,"",
47,2,25,12,"",
47,3,25,10,"",
57,1,25,5,"",
57,2,35,7,"",
57,3,35,5,"",
57,4,35,6,"",
20,1,95,5,"",
20,2,115,3,"",
20,3,135,10,"",
20,4,135,6,"",
3,1,55,15,"",
3,2,55,13,"",
3,3,55,11,"",
4,1,70,12,"",
4,2,70,10,"",
4,3,70,9,"",
48,1,25,8,"",
48,2,25,10,"",
48,3,25,8,"",
48,4,25,6,"",
62,1,0,12,"",
62,2,0,10,"",
62,3,0,8,"",
10,1,10,12,"",
10,2,10,9,"",
71,1,10,9,"",
71,2,10,8,"",
71,3,10,8,"",
44,1,10,10,"",
44,2,10,8,"",
44,3,10,6,"",
38,1,15,9,"",
38,2,15,8,"",
38,3,15,7,"",
28,1,15,12,"",
28,2,20,10,"",
28,3,20,10,"",
60,1,15,13,"",
60,2,15,11,"",
31,1,60,15,"",
31,2,80,12,"",
119,1,95,5,"",
119,2,135,3,"",
119,3,155,8,"",
119,4,135,6,"",
19,1,135,8,"",
19,2,225,9,"",
19,3,225,7,"",
4,1,70,14,"",
4,2,85,10,"",
4,3,85,8,"",
3,1,70,10,"",
3,2,70,8,"",
91,1,25,12,"",
91,2,25,10,"",
91,3,25,9,"",
37,1,44,13,"",
37,2,44,11,"",
37,3,44,9,"",
84,1,20,10,"",
84,2,25,15,"",
84,3,25,12,"",
50,1,22,5,"",
50,2,33,8,"",
50,3,33,7,"",
50,4,33,6,"",
107,1,30,3,"",
107,2,30,9,"",
107,3,30,8,"",
107,4,30,8,"",
118,1,15,10,"",
118,2,15,9,"",
118,3,15,8,"",
32,1,30,3,"",
32,2,32.5,9,"",
32,3,32.5,7,"",
34,1,25,5,"",
34,2,35,9,"",
34,3,35,7,"",
47,1,25,15,"",
47,2,30,12,"",
47,3,30,12,"",
64,1,50,5,"",
64,2,65,10,"",
64,3,65,8,"",
63,1,11,8,"",
63,2,11,6,"",
63,3,11,3,"",
130,1,8,12,"",
130,2,8,10,"",
57,1,25,5,"",
57,2,35,9,"",
57,3,40,7,"",
57,4,40,6,"",
20,1,95,5,"",
20,2,115,3,"",
20,3,135,11,"",
20,4,135,9,"",
3,1,70,13,"",
3,2,70,10,"",
4,1,70,14,"",
4,2,70,12,"",
119,1,95,5,"",
119,2,135,9,"",
119,3,135,8,"",
57,1,70,8,"",
57,2,70,7,"",
4,1,85,13,"",
4,2,85,11,"",
3,1,70,12,"",
3,2,70,10,"",
91,1,25,10,"",
91,2,25,8,"",
91,3,25,7,"",
111,1,44,8,"",
111,2,66,10,"",
111,3,66,8,"",
111,4,66,7,"",
84,1,20,10,"",
84,2,25,15,"",
84,3,25,12,"",
50,1,27.5,5,"",
50,2,33,8,"",
50,3,33,7,"",
47,1,25,5,"",
47,2,25,15,"",
47,3,25,10,"",
107,1,20,5,"",
107,2,35,11,"",
107,3,35,9,"",
118,1,15,11,"",
118,2,15,9,"",
32,1,25,5,"",
32,2,30,3,"",
32,3,35,6,"",
32,4,35,5,"",
108,1,10,4,"",
108,2,15,12,"",
108,3,15,10,"",
26,1,15,13,"",
26,2,15,11,"",
130,1,10,12,"",
130,2,10,10,"",
130,3,10,8,"",
20,1,95,5,"",
20,2,115,3,"",
20,3,135,10,"",
20,4,135,7,"",
20,5,135,5,"",
57,1,50,10,"",
57,2,50,8,"",
57,3,50,7,"",
4,1,85,13,"",
4,2,85,10,"",
4,3,70,9,"",
3,1,70,12,"",
3,2,70,10,"",
3,3,70,9,"",
48,1,27.5,5,"",
48,2,27.5,11,"",
48,3,27.5,9,"",
48,4,27.5,6,"",
10,1,10,13,"",
62,1,0,12,"",
62,2,0,11,"",
62,3,0,9,"",
71,1,10,10,"",
71,2,10,8,"",
51,1,60,5,"",
51,2,80,14,"",
51,3,80,11,"",
51,4,60,14,"",
44,1,7.5,12,"",
44,2,7.5,10,"",
44,3,7.5,7,"",
38,1,15,11,"",
38,2,15,9,"",
38,3,15,7,"",
12,1,15,13,"",
12,2,15,11,"",
60,1,15,15,"",
60,2,15,10,"",
19,1,190,5,"",
19,2,280,2,"",
19,3,300,7,"",
19,4,300,6,"",
119,1,95,5,"",
119,2,115,9,"",
119,3,115,7,"",
127,1,65,4,"",
127,2,85,9,"",
127,3,85,6,"",
3,1,65,12,"",
3,2,65,10,"",
72,1,0,6,"",
72,2,0,4,"",
37,1,44,8,"",
37,2,66,12,"",
37,3,66,12,"",
91,1,25,10,"",
91,2,25,8,"",
91,3,25,9,"",
84,1,20,15,"",
84,2,22.5,13,"",
84,3,22.5,14,"",
50,1,22,5,"",
50,2,27.5,9,"",
50,3,27.5,7,"",
18,1,30,10,"",
18,2,30,9,"",
18,3,30,8,"",
18,4,30,7,"",
32,1,25,5,"",
32,2,30,5,"",
32,3,35,8,"",
32,4,35,6,"",
34,1,25,5,"",
34,2,35,8,"",
34,3,35,5,"",
108,1,10,4,"",
108,2,15,12,"",
108,3,15,10,"",
130,1,10,12,"",
130,2,10,10,"",
130,3,10,8,"",
19,1,190,5,"",
19,2,280,11,"",
19,3,300,9,"",
19,4,300,8,"",
20,1,95,5,"",
20,2,115,8,"",
20,3,115,8,"",
3,1,70,12,"",
3,2,70,10,"",
4,1,85,14,"",
4,2,85,8,"",
48,1,25,5,"",
48,2,25,10,"",
48,3,25,8,"",
48,4,25,6,"",
10,1,10,11,"",
10,2,10,9,"",
10,3,10,8,"",
71,1,10,9,"",
71,2,10,8,"",
51,1,60,5,"",
51,2,80,14,"",
51,3,80,13,"",
51,4,60,12,"",
63,1,11,9,"",
63,2,11,6,"",
63,3,11,4,"",
38,1,15,13,"",
38,2,15,10,"",
38,3,15,9,"",
44,1,7.5,12,"",
44,2,10,12,"",
44,3,10,10,"",
60,1,15,11,"",
60,2,15,8,"",
19,1,190,7,"",
19,2,240,4,"",
19,3,300,11,"",
19,4,300,9,"",
19,5,300,7,"",
119,1,95,5,"",
119,2,115,9,"",
119,3,115,7,"",
3,1,65,11,"",
3,2,65,10,"",
3,3,65,8,"",
72,1,0,8,"",
72,2,0,14,"",
72,3,0,14,"",
127,1,65,4,"",
127,2,85,10,"",
127,3,85,8,"",
127,4,85,8,"",
91,1,25,4,"",
91,2,27.5,11,"",
91,3,27.5,8,"",
91,4,27.5,6,"",
84,1,20,10,"",
84,2,22.5,14,"",
84,3,22.5,14,"",
84,4,22.5,13,"",
106,1,145,9,"",
106,2,145,7,"",
106,3,145,6,"",
37,1,44,8,"",
37,2,66,10,"",
37,3,77,8,"",
18,1,30,3,"",
18,2,40,8,"",
18,3,40,6,"",
18,4,30,11,"",
32,1,25,7,"",
32,2,30,4,"",
32,3,35,8,"",
32,4,35,7,"",
32,5,35,5,"",
26,1,15,14,"",
26,2,15,10,"",
34,1,25,5,"",
34,2,35,8,"",
34,3,35,7,"",
34,4,35,6,"",
130,1,10,13,"",
130,2,10,11,"",
130,3,10,8,"",
89,1,0,14,"",
89,2,0,11,"",
89,3,0,9,"",
103,1,10,13,"",
103,2,10,8,"",
19,1,190,7,"",
19,2,240,4,"",
19,3,300,10,"",
19,4,300,9,"",
20,1,95,5,"",
20,2,115,10,"",
20,3,115,9,"",
3,1,70,12,"",
3,2,70,11,"",
4,1,85,12,"",
48,1,25,5,"",
48,2,25,12,"",
48,3,25,9,"",
62,1,0,13,"",
62,2,0,10,"",
51,1,60,5,"",
51,2,80,12,"",
51,3,80,11,"",
38,1,15,3,"",
38,2,17.5,11,"",
38,3,17.5,8,"",
63,1,5,16,"",
63,2,10,8,"",
19,1,190,5,"",
19,2,240,4,"",
19,3,300,10,"",
19,4,300,7,"",
119,1,95,5,"",
119,2,115,10,"",
119,3,125,8,"",
72,1,10,14,"",
72,2,15,10,"",
72,3,15,8,"",
3,1,70,12,"",
3,2,70,10,"",
3,3,70,10,"",
127,1,65,4,"",
127,2,95,9,"",
127,3,95,8,"",
32,1,25,5,"",
32,2,30,8,"",
32,3,30,7,"",
84,1,20,10,"",
84,2,20,9,"",
50,1,20,10,"",
50,2,20,8,"",
51,1,60,10,"",
51,2,80,8,"",
51,3,80,4,"",
4,1,70,12,"",
4,2,70,10,"",
3,1,55,12,"",
3,2,55,10,"",
119,1,95,4,"",
119,2,115,2,"",
119,3,130,9,"",
119,4,130,8,"",
19,1,190,5,"",
19,2,240,3,"",
19,3,300,10,"",
19,4,300,9,"",
72,1,15,14,"",
72,2,15,6,"",
72,3,15,4,"",
127,1,65,4,"",
127,2,85,10,"",
127,3,85,9,"",
25,1,35,5,"",
25,2,40,3,"",
25,3,40,9,"",
25,4,40,7,"",
64,1,50,4,"",
64,2,70,8,"",
64,3,70,6,"",
102,1,25,3,"",
102,2,25,7,"",
102,3,25,5,"",
47,1,25,3,"",
47,2,25,13,"",
47,3,25,11,"",
123,1,0,10,"",
123,2,0,8,"",
63,1,11,5,"",
63,2,11,3,"",
45,1,22.5,5,"",
45,2,25,11,"",
45,3,25,9,"",
84,1,20,10,"",
84,2,25,13,"",
84,3,25,12,"",
13,1,0,6,"",
13,2,0,4,"",
106,1,145,9,"",
106,2,145,6,"",
107,1,30,5,"",
107,2,40,8,"",
107,3,40,6,"",
60,1,15,12,"",
60,2,15,8,"",
20,1,95,5,"",
20,2,125,11,"",
20,3,125,10,"",
19,1,190,5,"",
19,2,240,3,"",
19,3,300,12,"",
19,4,300,10,"",
4,1,85,13,"",
4,2,85,11,"",
3,1,70,10,"",
3,2,70,8,"",
48,1,25,5,"",
48,2,27.5,11,"",
48,3,27.5,9,"",
10,1,10,13,"",
10,2,10,10,"",
62,1,0,10,"",
62,2,0,8,"",
71,1,10,12,"",
71,2,10,9,"",
51,1,60,6,"",
51,2,80,15,"",
51,3,80,10,"",
63,1,5,15,"",
63,2,10,10,"",
38,1,17.5,10,"",
38,2,17.5,6,"",
119,1,95,4,"",
119,2,115,2,"",
119,3,135,8,"",
119,4,135,5,"",
57,1,50,5,"",
57,2,70,10,"",
57,3,70,8,"",
3,1,70,13,"",
3,2,70,11,"",
4,1,85,11,"",
4,2,85,9,"",
102,1,25,3,"",
102,2,30,8,"",
102,3,30,6,"",
34,1,25,5,"",
34,2,35,12,"",
34,3,40,10,"",
47,1,25,15,"",
47,2,25,12,"",
64,1,80,9,"",
64,2,80,6,"",
123,1,11,8,"",
123,2,11,8,"",
63,1,11,10,"",
63,2,11,7,"",
91,1,22.5,5,"",
91,2,25,10,"",
91,3,25,12,"",
84,1,25,16,"",
84,2,27.5,14,"",
55,1,70,10,"",
55,2,90,12,"",
55,3,90,11,"",
106,1,145,9,"",
106,2,145,6,"",
107,1,30,5,"",
107,2,40,9,"",
107,3,40,9,"",
60,1,15,13,"",
60,2,15,10,"",
89,1,0,12,"",
89,2,0,10,"",
20,1,95,5,"",
20,2,115,2,"",
20,3,135,8,"",
20,4,135,8,"",
19,1,190,5,"",
19,2,240,4,"",
19,3,310,10,"",
19,4,310,7,"",
4,1,85,12,"",
4,2,85,10,"",
3,1,70,10,"",
3,2,70,7,"",
48,1,25,5,"",
48,2,27.5,9,"",
48,3,27.5,7,"",
10,1,10,11,"",
10,2,10,8,"",
62,1,5,11,"",
62,2,5,8,"",
71,1,10,10,"",
71,2,10,8,"",
63,1,5,5,"",
63,2,10,10,"",
63,3,10,6,"",
38,1,17.5,9,"",
38,2,17.5,6,"",
51,1,60,5,"",
51,2,80,13,"",
51,3,80,12,"",
119,1,95,4,"",
119,2,115,1,"",
119,3,135,6,"",
119,4,135,5,"",
57,1,50,5,"",
57,2,70,10,"",
57,3,90,10,"",
57,4,90,8,"",
127,1,65,12,"",
127,2,85,10,"",
127,3,85,9,"",
3,1,70,12,"",
3,2,60,9,"",
72,1,15,15,"",
72,2,15,10,"",
25,1,35,7,"",
25,2,40,7,"",
25,3,45,8,"",
25,4,45,8,"",
69,1,25,5,"",
69,2,35,8,"",
69,3,35,7,"",
51,1,60,8,"",
51,2,65,10,"",
51,3,65,9,"",
123,1,0,8,"",
123,2,0,8,"",
12,1,30,10,"",
12,2,30,7,"",
45,1,25,5,"",
45,2,25,9,"",
45,3,25,8,"",
84,1,25,12,"",
84,2,27.5,13,"",
84,3,27.5,12,"",
55,1,80,14,"",
55,2,90,11,"",
50,1,27.5,8,"",
50,2,33,12,"",
50,3,33,8,"",
107,1,30,5,"",
107,2,40,9,"",
107,3,40,6,"",
60,1,17.5,13,"",
60,2,17.5,11,"",
20,1,95,5,"",
20,2,115,2,"",
20,3,140,10,"",
20,4,140,8,"",
19,1,190,7,"",
19,2,240,4,"",
19,3,320,11,"",
19,4,320,8,"",
4,1,85,13,"",
4,2,85,11,"",
3,1,70,13,"",
3,2,70,9,"",
48,1,25,5,"",
48,2,27.5,7,"",
10,1,10,9,"",
10,2,10,11,"",
62,1,5,12,"",
62,2,5,13,"",
71,1,10,11,"",
71,2,10,8,"",
51,1,60,8,"",
51,2,80,12,"",
51,3,80,11,"",
63,1,5,5,"",
63,2,10,11,"",
63,3,10,8,"",
38,1,17.5,9,"",
38,2,17.5,7,"",
119,1,95,4,"",
119,2,115,2,"",
119,3,135,10,"",
119,4,135,91,"",
57,1,130,5,"",
57,2,150,3,"",
57,3,170,11,"",
57,4,170,9,"",
127,1,65,5,"",
127,2,85,6,"",
127,3,85,9,"",
72,1,15,12,"",
72,2,15,8,"",
3,1,70,10,"",
3,2,70,9,"",
119,1,95,4,"",
119,2,115,2,"",
119,3,135,10,"",
119,4,135,91,"",
57,1,130,5,"",
57,2,150,3,"",
57,3,170,11,"",
57,4,170,9,"",
127,1,65,5,"",
127,2,85,6,"",
127,3,85,9,"",
72,1,15,12,"",
72,2,15,8,"",
3,1,70,10,"",
3,2,70,9,"",
25,1,35,6,"",
25,2,40,4,"",
25,3,45,9,"",
25,4,45,8,"",
102,1,25,8,"",
102,2,25,6,"",
64,1,70,8,"",
64,2,70,5,"",
123,1,0,10,"",
123,2,0,8,"",
55,1,80,6,"",
55,2,100,10,"",
55,3,100,8,"",
114,1,25,13,"",
114,2,35,10,"",
84,1,27.5,12,"",
84,2,27.5,12,"",
50,1,27.5,12,"",
50,2,27.5,10,"",
107,1,30,5,"",
107,2,40,7,"",
107,3,40,5,"",
89,1,0,12,"",
89,2,0,9,"",
60,1,17.5,11,"",
60,2,17.5,8,"",
19,1,190,7,"",
19,2,240,4,"",
19,3,240,10,"",
19,4,240,7,"",
20,1,95,5,"",
20,2,115,2,"",
20,3,145,9,"",
20,4,145,7,"",
3,1,70,11,"",
3,2,70,9,"",
4,1,85,12,"",
4,2,85,10,"",
48,1,27.5,5,"",
48,2,30,6,"",
48,3,30,9,"",
10,1,10,12,"",
10,2,10,10,"",
62,1,5,10,"",
62,2,5,8,"",
71,1,10,10,"",
71,2,10,8,"",
31,1,60,15,"",
31,2,80,14,"",
31,3,80,10,"",
63,1,10,11,"",
63,2,10,8,"",
38,1,17.5,9,"",
38,2,17.5,7,"",
19,1,190,7,"",
19,2,240,4,"",
19,3,350,10,"",
19,4,350,8,"",
119,1,95,4,"",
119,2,115,3,"",
119,3,145,8,"",
119,4,145,6,"",
3,1,70,10,"",
3,2,70,8,"",
4,1,85,11,"",
4,2,85,9,"",
25,1,35,6,"",
25,2,40,2,"",
25,3,45,9,"",
25,4,45,7,"",
102,1,25,7,"",
102,2,25,5,"",
9,1,0,8,"",
9,2,0,5,"",
123,1,0,10,"",
123,2,0,7,"",
91,1,25,5,"",
91,2,27.5,9,"",
91,3,27.5,8,"",
84,1,27.5,12,"",
84,2,27.5,12,"",
50,1,27.5,6,"",
50,2,27.5,10,"",
50,3,27.5,7,"",
107,1,30,5,"",
107,2,40,8,"",
107,3,40,5,"",
60,1,17.5,10,"",
60,2,17.5,7,"",
103,1,15,12,"",
103,2,15,12,"",
19,1,190,7,"",
19,2,280,3,"",
19,3,355,9,"",
19,4,355,8,"",
20,1,95,5,"",
20,2,115,5,"",
20,3,135,9,"",
20,4,145,7,"",
3,1,70,10,"",
3,2,70,8,"",
4,1,85,11,"",
4,2,85,9,"",
62,1,5,11,"",
62,2,5,9,"",
48,1,27.5,5,"",
48,2,30,9,"",
48,3,30,7,"",
10,1,10,12,"",
10,2,10,12,"",
71,1,10,11,"",
71,2,10,10,"",
51,1,60,6,"",
51,2,80,13,"",
51,3,80,13,"",
63,1,10,13,"",
63,2,10,10,"",
38,1,17.5,10,"",
38,2,17.5,9,"",
119,1,95,4,"",
119,2,115,3,"",
119,3,145,8,"",
119,4,145,6,"",
19,1,190,7,"",
19,2,280,3,"",
19,3,330,7,"",
19,4,330,6,"",
127,1,65,5,"",
127,2,105,9,"",
127,3,105,7,"",
72,1,15,13,"",
72,2,15,10,"",
3,1,80,13,"",
3,2,80,10,"",
32,1,25,5,"",
32,2,30,3,"",
32,3,35,9,"",
32,4,35,6,"",
34,1,25,5,"",
34,2,35,12,"",
34,3,35,10,"",
89,1,0,10,"",
89,2,0,8,"",
130,1,10,5,"",
130,2,10,12,"",
130,3,10,10,"",
114,1,25,8,"",
114,2,35,9,"",
114,3,35,7,"",
84,1,25,5,"",
84,2,27.5,14,"",
84,3,30,11,"",
13,1,0,8,"",
13,2,0,5,"",
50,1,27.5,11,"",
50,2,27.5,8,"",
103,1,15,15,"",
103,2,15,12,"",
107,1,30,5,"",
107,2,40,9,"",
107,3,40,7,"",
60,1,20,10,"",
60,2,20,7,"",
19,1,190,7,"",
19,2,280,3,"",
19,3,360,9,"",
19,4,360,7,"",
20,1,95,5,"",
20,2,115,2,"",
20,3,150,9,"",
20,4,150,7,"",
3,1,85,13,"",
3,2,85,12,"",
4,1,85,13,"",
4,2,100,9,"",
19,1,190,7,"",
19,2,280,3,"",
19,3,360,9,"",
19,4,360,7,"",
20,1,95,5,"",
20,2,115,2,"",
20,3,150,9,"",
20,4,150,7,"",
3,1,85,13,"",
3,2,85,12,"",
4,1,85,13,"",
4,2,100,9,"",
48,1,25,5,"",
48,2,30,9,"",
48,3,30,8,"",
10,1,10,14,"",
10,2,10,12,"",
62,1,5,10,"",
62,2,5,9,"",
71,1,10,10,"",
71,2,10,8,"",
51,1,60,5,"",
51,2,80,13,"",
51,3,80,10,"",
63,1,10,12,"",
63,2,10,10,"",
38,1,17.5,10,"",
38,2,17.5,8,"",
119,1,95,4,"",
119,2,115,3,"",
119,3,150,8,"",
119,4,150,6,"",
19,1,190,7,"",
19,2,280,3,"",
19,3,350,12,"",
19,4,350,9,"",
127,1,65,5,"",
127,2,105,10,"",
127,3,105,6,"",
72,1,15,14,"",
72,2,15,11,"",
72,3,10,8,"",
3,1,80,13,"",
3,2,80,11,"",
34,1,25,5,"",
34,2,45,11,"",
34,3,45,9,"",
32,1,30,5,"",
32,2,35,9,"",
32,3,35,7,"",
26,1,15,14,"",
26,2,20,8,"",
47,1,25,14,"",
47,2,35,10,"",
123,1,0,15,"",
123,2,0,11,"",
63,1,11,10,"",
63,2,11,5,"",
114,1,25,5,"",
114,2,35,9,"",
114,3,35,7,"",
84,1,25,5,"",
84,2,30,14,"",
84,3,30,14,"",
13,1,0,7,"",
13,2,0,4,"",
50,1,27.5,12,"",
50,2,33,8,"",
107,1,30,5,"",
107,2,40,10,"",
107,3,40,7,"",
60,1,20,8,"",
60,2,20,6,"",
19,1,190,7,"",
19,2,280,3,"",
19,3,365,9,"",
19,4,365,7,"",
20,1,95,5,"",
20,2,115,2,"",
20,3,155,10,"",
20,4,155,6,"",
3,1,85,10,"",
3,2,85,8,"",
4,1,85,14,"",
4,2,100,12,"",
48,1,25,5,"",
48,2,27.5,8,"",
48,3,27.5,6,"",
10,1,10,10,"",
10,2,10,8,"",
71,1,10,10,"",
71,2,10,8,"",
63,1,10,10,"",
63,2,10,8,"",
51,1,60,5,"",
51,2,80,12,"",
51,3,80,10,"",
38,1,17.5,10,"",
38,2,17.5,8,"",
119,1,95,5,"",
119,2,115,3,"",
119,3,155,11,"",
119,4,160,7,"",
19,1,190,7,"",
19,2,280,3,"",
19,3,360,9,"",
19,4,360,7,"",
72,1,15,12,"",
72,2,15,10,"",
131,1,25,5,"",
131,2,45,10,"",
3,1,85,10,"",
3,2,85,8,"",
32,1,30,5,"",
32,2,37.5,8,"",
32,3,37.5,6,"",
34,1,25,5,"",
34,2,45,10,"",
34,3,45,8,"",
64,1,70,8,"",
64,2,70,5,"",
123,1,0,12,"",
123,2,0,8,"",
47,1,35,12,"",
47,2,35,8,"",
45,1,25,8,"",
45,2,35,5,"",
45,3,45,10,"",
45,4,45,9,"",
84,1,25,14,"",
84,2,30,12,"",
13,1,0,6,"",
13,2,0,3,"",
77,1,40,5,"",
77,2,50,12,"",
77,3,50,9,"",
107,1,30,5,"",
107,2,40,11,"",
107,3,40,8,"",
60,1,20,10,"",
60,2,20,8,"",
89,1,0,10,"",
89,2,0,8,"",
19,1,190,7,"",
19,2,280,3,"",
19,3,300,11,"",
19,4,300,8,"",
20,1,95,5,"",
20,2,115,3,"",
20,3,165,10,"",
20,4,165,8,"",
129,1,20,10,"",
129,2,20,8,"",
3,1,75,11,"",
3,2,75,9,"",
48,1,25,5,"",
48,2,30,8,"",
48,3,30,7,"",
109,1,10,8,"",
109,2,10,6,"",
110,1,0,5,"",
110,2,0,3,"",
71,1,0,10,"",
71,2,0,8,"",
47,1,25,5,"",
47,2,35,12,"",
47,3,35,10,"",
63,1,0,10,"",
63,2,0,5,"",
126,1,0,9,"",
126,2,30,8,"",
119,1,95,5,"",
119,2,115,3,"",
119,3,160,8,"",
119,4,165,6,"",
19,1,190,7,"",
19,2,280,3,"",
19,3,300,9,"",
19,4,300,8,"",
72,1,0,8,"",
129,1,20,11,"",
129,2,20,9,"",
3,1,80,11,"",
3,2,80,7,"",
25,1,30,6,"",
25,2,35,3,"",
25,3,40,10,"",
69,1,25,5,"",
69,2,35,10,"",
69,3,35,8,"",
26,1,10,15,"",
26,2,15,13,"",
123,1,0,12,"",
123,2,0,10,"",
12,1,40,10,"",
12,2,30,10,"",
51,1,60,13,"",
51,2,60,10,"",
45,1,25,8,"",
45,2,35,5,"",
45,3,45,8,"",
45,4,45,7,"",
84,1,30,15,"",
84,2,30,10,"",
84,3,30,6,"",
111,1,75,3,"",
111,2,90,10,"",
111,3,90,8,"",
77,1,50,10,"",
